comment,clean_comment,actual,predicted,dept_category,comment_length,positive_word_count,negative_word_count,primary_aspect,is_error,error_type
"Lost the boat with the physics. Too MUCH PHYSICS. Stop it with the drawings! Take class if you like to tackle engineering projects. Do not take class if you have any form of sanity, whatsoever. Not a math class and do not learn much. However, he knows how to teach and for the right student, well done.",lost the boat with the physics too much physics stop it with the drawings take class if you like to tackle engineering projects do not take class if you have any form of sanity whatsoever not a math class and do not learn much however he knows how to teach and for the right student well done,positive,negative,Mathematics,57,0,0,professor,True,positive → negative
it\'s a good thing FYS 114/3 is no longer being offered because it was awful! He was so unclear and never taught. It was like he didn\'t even care. He worked with a professor that he hated.,it s a good thing fys is no longer being offered because it was awful he was so unclear and never taught it was like he didn t even care he worked with a professor that he hated,neutral,negative,History,38,1,1,professor,True,neutral → negative
"She is easy if she likes you and you WILL know if she likes you. BE OUTGOING and FUNNY and you\'ll do well. She really gives like, 110% if you are funny and bring props out of your ass. If she doesn\'t like you, you will get C\'s... Its that simple.",she is easy if she likes you and you will know if she likes you be outgoing and funny and you ll do well she really gives like if you are funny and bring props out of your ass if she doesn t like you you will get c s its that simple,positive,neutral,English,53,0,0,professor,True,positive → neutral
"If you pay attention, his class is really easy. especially quizzes. in lecture he gives u vocab, gives the def. and then on the quiz/test, asks for 3 or 6 specific ones. and he only wants 4 or 5 sent.",if you pay attention his class is really easy especially quizzes in lecture he gives u vocab gives the def and then on the quiz test asks for or specific ones and he only wants or sent,neutral,positive,History,37,0,0,professor,True,neutral → positive
"There is no doubt in my mind that Coleman was the most influential professor I ever had. I was a student of his 12 yrs ago & I\'m still in awe of the learning experience I had in his courses. Anyone afraid of hard work, thinking critically, or extremely needy should probably forget about this dynamic prof.",there is no doubt in my mind that coleman was the most influential professor i ever had i was a student of his yrs ago i m still in awe of the learning experience i had in his courses anyone afraid of hard work thinking critically or extremely needy should probably forget about this dynamic prof,positive,negative,English,56,0,1,professor,True,positive → negative
very entertaining class. enjoy going to class. for each writing assignment she give you an example of what an A papers is. be on top of your reading for the quiz. there are extra credits. I would take her again if she teaching Eng. 103 but unfortunately she not.,very entertaining class enjoy going to class for each writing assignment she give you an example of what an a papers is be on top of your reading for the quiz there are extra credits i would take her again if she teaching eng but unfortunately she not,positive,negative,English,48,0,0,lectures,True,positive → negative
"Dr. Fisher is really funny. He\'s undoubtedly very knowledgable, but he lectures EXTREMELY fast. I recommend rewatching Tegrity for his lectures, because he often elaborates on his slideshows & says things that\'re not written down but that he will test you on. On the tests, he usually never takes questions directly from his HW, he rewords them",dr fisher is really funny he s undoubtedly very knowledgable but he lectures extremely fast i recommend rewatching tegrity for his lectures because he often elaborates on his slideshows says things that re not written down but that he will test you on on the tests he usually never takes questions directly from his hw he rewords them,positive,neutral,Biology,58,0,0,professor,True,positive → neutral
"Had her for Topics in Lit III: Holocaust Lit. She handled this topic with humility, understanding, and professionalism, even appropriate humor. Engages her students. A rare and exceptional caliper of teacher. Recently won a well-deserved award for her teaching. On sabatical now but will be back soon. An exceptional classroom experience! Yes!",had her for topics in lit iii holocaust lit she handled this topic with humility understanding and professionalism even appropriate humor engages her students a rare and exceptional caliper of teacher recently won a well deserved award for her teaching on sabatical now but will be back soon an exceptional classroom experience yes,positive,negative,English,53,0,0,professor,True,positive → negative
"I think his teaching style is good. You actually learn the stuff he teaches. Thats the good thing. The bad thing is he sometimes goes really fast in class. My suggestion is that if you had calc in high school, take him. Keep up on your homework. Some of the test problems are right off the homework or review. Good Professor overall.",i think his teaching style is good you actually learn the stuff he teaches thats the good thing the bad thing is he sometimes goes really fast in class my suggestion is that if you had calc in high school take him keep up on your homework some of the test problems are right off the homework or review good professor overall,positive,negative,Mathematics,62,1,1,professor,True,positive → negative
"tests are extremely hard. he trys to make lectures interesting, and he somewhat succeeds. definitely would not reccommend him because its hard to get a decent grade unless u want to study your life away.",tests are extremely hard he trys to make lectures interesting and he somewhat succeeds definitely would not reccommend him because its hard to get a decent grade unless u want to study your life away,positive,negative,Psychology,35,0,1,lectures,True,positive → negative
"Very nice teacher, funny, always a discussion class. He brings viewpoints from theorists and get deep into their mind. You really are there for the teacher. The readings are sometimes difficult to understand.Not too structured of a class, always flips around subjects.",very nice teacher funny always a discussion class he brings viewpoints from theorists and get deep into their mind you really are there for the teacher the readings are sometimes difficult to understand not too structured of a class always flips around subjects,negative,positive,History,43,0,1,professor,True,negative → positive
"Dr. Baylard is the coolest teacher ever! Really understanding and answers all your questions VERY promptly. She is also very easy going about attendence and class behavior, but you won\'t sleep here, she\'s hilarious. Even lets you turn in 1 paper 2 weeks late. Some grade her down on showing up, but she\'s had unavoidable family & health problems.",dr baylard is the coolest teacher ever really understanding and answers all your questions very promptly she is also very easy going about attendence and class behavior but you won t sleep here she s hilarious even lets you turn in paper weeks late some grade her down on showing up but she s had unavoidable family health problems,positive,negative,English,59,0,0,grading,True,positive → negative
"online and it tanked my gpa did everything the way I was asked, 4/5 assignments to be done by end of semester, I tried hard and got a C (first one) the material was interesting i still have no clue y grade was so low.",online and it tanked my gpa did everything the way i was asked assignments to be done by end of semester i tried hard and got a c first one the material was interesting i still have no clue y grade was so low,negative,neutral,Psychology,44,0,1,grading,True,negative → neutral
"The one bad part is an expensive CD. But, we could drop 2 of 4 quizzes, bring in a few pictures of work into the tests, email for notes if we miss class, and do lots of extra credit. No readings, and class prepares you for tests.",the one bad part is an expensive cd but we could drop of quizzes bring in a few pictures of work into the tests email for notes if we miss class and do lots of extra credit no readings and class prepares you for tests,positive,neutral,History,45,0,1,lectures,True,positive → neutral
"Dr. W has HIGH expectations, but that will make us successful when we get out of PSBvr. When the student puts forth effort, she will go out of her way to help- even outside of class. She cares about her students- but gets frustrated when people don\'t fulfill their potential. When she came here the dept was in CHAOS- she saved it! My favorite prof!",dr w has high expectations but that will make us successful when we get out of psbvr when the student puts forth effort she will go out of her way to help even outside of class she cares about her students but gets frustrated when people don t fulfill their potential when she came here the dept was in chaos she saved it my favorite prof,positive,negative,Psychology,66,0,0,professor,True,positive → negative
"If you get lost during the class you can resort to writing BG quotes in your margins..such as: ""I\'m good at geography!"" or ""Not everyone goes around saying \'I\'m an Incritite!"" or ""I am not sure of the Catholic doctrine of what happend when the food and wine is digested."" He has a puzzling dislike for pentacostals though...",if you get lost during the class you can resort to writing bg quotes in your margins such as i m good at geography or not everyone goes around saying i m an incritite or i am not sure of the catholic doctrine of what happend when the food and wine is digested he has a puzzling dislike for pentacostals though,neutral,negative,History,61,1,0,professor,True,neutral → negative
She is kind of a hippie but none the less as long as you attend and are involved you will get a good grade!,she is kind of a hippie but none the less as long as you attend and are involved you will get a good grade,neutral,positive,Psychology,24,1,0,grading,True,neutral → positive
"Never though I\'d be interested in a Victorian Novel class but thanks to her interesting reading list choices and informative lectures I warmed up to the subject pretty quickly. Not an easy, but rather a just marker. Do yourself a favor and come to class, then you practically don\'t have to study for tests.",never though i d be interested in a victorian novel class but thanks to her interesting reading list choices and informative lectures i warmed up to the subject pretty quickly not an easy but rather a just marker do yourself a favor and come to class then you practically don t have to study for tests,positive,neutral,English,56,0,0,exams,True,positive → neutral
Don\'t buy the book because she basically only grades you on what\'s discussed in class. Attendance isn\'t mandatory but in-class worksheets are random and count for a grade. I didn\'t like how few grades there were; the class was out of 100 points. She uses a lot of examples to make concepts clear.,don t buy the book because she basically only grades you on what s discussed in class attendance isn t mandatory but in class worksheets are random and count for a grade i didn t like how few grades there were the class was out of points she uses a lot of examples to make concepts clear,neutral,negative,Psychology,57,1,0,grading,True,neutral → negative
"Very good professor. Pretty tough on writing errors, but she helped me when I got behind in the work due to personal issues. Very kind, good and sweet person.",very good professor pretty tough on writing errors but she helped me when i got behind in the work due to personal issues very kind good and sweet person,positive,neutral,English,29,1,0,professor,True,positive → neutral
"super sweetheart, but doesnt teach very clear. you need to do the hw to understand whats going on. hw is worth points anyways, so just pay attention when you do it. i tried, but not my absolute best and i got a B.throughout the whole sememester our grades were curved. i would for sure take him again. HE\'S A SWEETHEART!",super sweetheart but doesnt teach very clear you need to do the hw to understand whats going on hw is worth points anyways so just pay attention when you do it i tried but not my absolute best and i got a b throughout the whole sememester our grades were curved i would for sure take him again he s a sweetheart,negative,positive,Mathematics,62,2,0,grading,True,negative → positive
"I took frank for A&P 1 and 2. He is a great teacher! Very helpful and understanding. This class isnt easy but if you show up and show effort you should pass. Make sure to go to his Test Review classes, they are very helpful!! Definately recommend this teacher over all the others. I recieved an A and A&P1 and B in A&P2.",i took frank for a p and he is a great teacher very helpful and understanding this class isnt easy but if you show up and show effort you should pass make sure to go to his test review classes they are very helpful definately recommend this teacher over all the others i recieved an a and a p and b in a p,neutral,positive,Biology,64,2,0,professor,True,neutral → positive
"READ THE MANUAL! As long as you show up to lab, you should be able to earn an A or B on the lab, but the quizzes are what will bring your grade down drastically. Make sure the read the manual carefully before class and go to the Biology Resource Center for any help. Know how to do any calculations because those are a good chunk of the quizzes.",read the manual as long as you show up to lab you should be able to earn an a or b on the lab but the quizzes are what will bring your grade down drastically make sure the read the manual carefully before class and go to the biology resource center for any help know how to do any calculations because those are a good chunk of the quizzes,negative,neutral,Biology,69,1,0,lectures,True,negative → neutral
"He\'s hysterical. Also he\'s a very good teacher. He moves at a rather fast pace, you need to do the homework in order to keep up. His tests don\'t have any suprises on them, he\'ll always give you the test from the previous year. By far the most entertaining math class I\'ve ever had.",he s hysterical also he s a very good teacher he moves at a rather fast pace you need to do the homework in order to keep up his tests don t have any suprises on them he ll always give you the test from the previous year by far the most entertaining math class i ve ever had,positive,neutral,Mathematics,59,1,0,lectures,True,positive → neutral
"She is really nice and passionate about the material but she is so boring! I could barely sit through her lectures! They way she grades papers is very misleading and inconsistent. On one I spent hours making sure it was perfect and I only got a B, on another I wrote it in 3 hours and got an A. Go figure.",she is really nice and passionate about the material but she is so boring i could barely sit through her lectures they way she grades papers is very misleading and inconsistent on one i spent hours making sure it was perfect and i only got a b on another i wrote it in hours and got an a go figure,neutral,negative,English,60,0,1,grading,True,neutral → negative
"Not the easy A, but he makes that clear from Day 1. You will work for it. The essays are easy, just don\'t wait until the last day to do them. Study for the quizzes by doing the activities on nortonstudyspace and read the corresponding page numbers from the quizzes flashcards or you will fail them. Good lectures and invested in his students.",not the easy a but he makes that clear from day you will work for it the essays are easy just don t wait until the last day to do them study for the quizzes by doing the activities on nortonstudyspace and read the corresponding page numbers from the quizzes flashcards or you will fail them good lectures and invested in his students,positive,neutral,History,63,2,0,lectures,True,positive → neutral
"Great teacher! Not only is he adorable with an adorable accent, but he goes in depth and he helps out and as long as you take notes and pay attention you are FINE. Make sure to study your stuff and if you read the slides you are fine for quizzes. Text and slides for test.",great teacher not only is he adorable with an adorable accent but he goes in depth and he helps out and as long as you take notes and pay attention you are fine make sure to study your stuff and if you read the slides you are fine for quizzes text and slides for test,positive,neutral,Biology,55,1,0,professor,True,positive → neutral
"Cuevas taught me how to write a college paper. He was great with feedback, very funny, and really able to relate to the students. He gives you a chance to revise your worst paper and earn points back. Very fair grader, and really wants his students to do well. Would definitely recommend.",cuevas taught me how to write a college paper he was great with feedback very funny and really able to relate to the students he gives you a chance to revise your worst paper and earn points back very fair grader and really wants his students to do well would definitely recommend,neutral,positive,English,52,1,1,professor,True,neutral → positive
"I had Dr. Brooks for BSC 1010 and 1011. He is very knowledgeable in what he teaches. On the exams, his word choices are very tricky. So when you\'re studying for the exams, make sure you are very certain in what you\'re studying otherwise the wording could potentially trick you. He gives unannounced quizzes so study before each lecture.",i had dr brooks for bsc and he is very knowledgeable in what he teaches on the exams his word choices are very tricky so when you re studying for the exams make sure you are very certain in what you re studying otherwise the wording could potentially trick you he gives unannounced quizzes so study before each lecture,neutral,positive,Biology,59,0,0,lectures,True,neutral → positive
"She is a hard grader, but you\'ll learn a lot about writing in this class. There is a lot of discussion in class and there are frequently group critiques of papers.",she is a hard grader but you ll learn a lot about writing in this class there is a lot of discussion in class and there are frequently group critiques of papers,negative,positive,English,32,0,1,professor,True,negative → positive
Professor does not tell students about online projects due. Expects you to see something on blackboard (hope for your sake you log on everyday). Gives feedback on a paper and if you fix it still gives negative feedback for paper. Somewhat scattered on what she tells students. Would not recommend.,professor does not tell students about online projects due expects you to see something on blackboard hope for your sake you log on everyday gives feedback on a paper and if you fix it still gives negative feedback for paper somewhat scattered on what she tells students would not recommend,negative,neutral,English,50,0,0,professor,True,negative → neutral
"I hated this class! Nice lady, normal college professor. I\'m not great at math and I usually get a B, in her class, I struggled with a C. Quizzes every week stressed me out.",i hated this class nice lady normal college professor i m not great at math and i usually get a b in her class i struggled with a c quizzes every week stressed me out,negative,positive,Mathematics,35,1,0,professor,True,negative → positive
"i hope he reads this one day and knows that straight up, the guy almost ruined my first year. with all these professors trying to make u feel welcome, here is dr. stewart and his condescending remarks and attitude. not a good person, and not a good teacher. i tried to tell him i was struggling, he couldn\'t have cared less. a real egomaniac, and jer",i hope he reads this one day and knows that straight up the guy almost ruined my first year with all these professors trying to make u feel welcome here is dr stewart and his condescending remarks and attitude not a good person and not a good teacher i tried to tell him i was struggling he couldn t have cared less a real egomaniac and jer,negative,neutral,English,67,1,0,professor,True,negative → neutral
"She chooses monotonous books to read about court session, criminals and jury. On top of that, she gives a little time to read, 100-120 pages for example, 2-3 days, and students must analyze and bring citations with typed responds. We should have a spare time on weekend, should not we?",she chooses monotonous books to read about court session criminals and jury on top of that she gives a little time to read pages for example days and students must analyze and bring citations with typed responds we should have a spare time on weekend should not we,negative,neutral,English,48,0,0,professor,True,negative → neutral
I was very turned off by this individual. Too bad he\'s very very opinionated and can\'t take a question for a question and not an attack on his views. I\'m dedicated to trying to make it through my college career without having him as a teacher.,i was very turned off by this individual too bad he s very very opinionated and can t take a question for a question and not an attack on his views i m dedicated to trying to make it through my college career without having him as a teacher,negative,neutral,Psychology,49,0,1,professor,True,negative → neutral
"This class does take a lot of time and work but I believe it was all worth it in the end. Dr. Nelson is a very smart man and normally pretty nice, he does have his days though. The semester project takes a lot of time and you should start it as early as possible.",this class does take a lot of time and work but i believe it was all worth it in the end dr nelson is a very smart man and normally pretty nice he does have his days though the semester project takes a lot of time and you should start it as early as possible,positive,negative,Biology,55,0,0,professor,True,positive → negative
There was an awful lot of him writing on the board...copying problems...that took up alot of time. I thought he was a bit arrogant. The only reason I got a C was because I went to a tutoring class with an AWESOME russian woman whose name I forget. I would NOT take this professor again.,there was an awful lot of him writing on the board copying problems that took up alot of time i thought he was a bit arrogant the only reason i got a c was because i went to a tutoring class with an awesome russian woman whose name i forget i would not take this professor again,neutral,positive,Mathematics,57,1,1,professor,True,neutral → positive
"The sources of material for her tests made studying kidna hard. Some was from lecture, some was from the book. about half hard, half easy to figure out what info she would test you on.",the sources of material for her tests made studying kidna hard some was from lecture some was from the book about half hard half easy to figure out what info she would test you on,negative,neutral,History,35,0,1,professor,True,negative → neutral
