professor_name,school_name,department_name,state_name,star_rating,diff_index,would_take_agains,post_date,student_star,student_difficult,grades,tag_professor,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline,comments,sentiment,dept_category,word_count,grade_numeric,clean_comments,entities,person_mentions,has_person_mention,aspects,aspect_opinion_pairs,primary_aspect,num_aspects,comment_length,avg_word_length,exclamation_count,question_count,uppercase_ratio,positive_word_count,negative_word_count,sentiment_word_ratio,kmeans_cluster,dbscan_cluster,agg_cluster,cluster_name
Anthony  Safaeian,Shoreline Community College,Biology department, WA,3.7,2.7,0,02/14/2004,5.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,He is very helpful and nice. He is clear + fair,positive,Biology,11,3.7,he is very helpful and nice he is clear fair,[],[],0,['professor'],[],professor,1,10,3.5,0,0,0.0425531914893617,2,0,0.18181818181818182,2,0,1,Teaching Style & Clarity
Randall  Warwick,Coastline Community College - Garden Grove,Biology department, CA,4.0,1.4,1,08/25/2015,5.0,2.0,A+,Clear grading criteria (12)  Caring (6)  Gives good feedback (5)  Get ready to read (4)  Respected (4)  Hilarious (4)  EXTRA CREDIT (2)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  LECTURE HEAVY (1)  Inspirational (1)  GRADED BY FEW THINGS (1),1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,"Professor Warwick, is wonderful he grades fairly and he doesn\'t round your grade at all so don\'t expect a higher grade. However, I guess my case was different because I had an 89.89% after my final and he just gave me the A even though I didn\'t expect it :). He is very attentive to his email and will always respond in a timely manner!",positive,Biology,65,4.3,professor warwick is wonderful he grades fairly and he doesn t round your grade at all so don t expect a higher grade however i guess my case was different because i had an after my final and he just gave me the a even though i didn t expect it he is very attentive to his email and will always respond in a timely manner,"[('Warwick', 'PERSON'), ('89.89%', 'PERCENT'), (""didn\\'t"", 'ORG')]",['Warwick'],1,"['grading', 'professor', 'exams']","[('grading', 'higher')]",grading,3,66,3.878787878787879,1,0,0.02359882005899705,1,0,0.014925373134328358,3,0,4,Math & STEM Courses
Kristen  Asplin,University of Pittsburgh at Greensburg,Psychology department, PA,4.5,2.4,0,12/17/2011,3.5,2.0,,Respected (1)  Amazing lectures (1)  Tough Grader (1)  ACCESSIBLE OUTSIDE CLASS (1)  TEST HEAVY (1)  Gives good feedback (1)  Skip class? You won\'t pass. (1)  GRADED BY FEW THINGS (1),1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,Don\'t buy the book because she basically only grades you on what\'s discussed in class. Attendance isn\'t mandatory but in-class worksheets are random and count for a grade. I didn\'t like how few grades there were; the class was out of 100 points. She uses a lot of examples to make concepts clear.,neutral,Psychology,53,3.7,don t buy the book because she basically only grades you on what s discussed in class attendance isn t mandatory but in class worksheets are random and count for a grade i didn t like how few grades there were the class was out of points she uses a lot of examples to make concepts clear,"[('100', 'CARDINAL')]",[],0,"['grading', 'professor', 'attendance', 'lectures']","[('grading', 'few')]",grading,4,57,4.052631578947368,0,0,0.013333333333333334,1,0,0.017241379310344827,3,0,1,Math & STEM Courses
Husam  Quereshi,Foothill College,Mathematics department, CA,4.0,2.4,0,03/07/2011,4.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quereshi is a funny teacher. take his class if you are looking to pass math 220. I hate math, but he made it not so bad.",positive,Mathematics,26,3.7,quereshi is a funny teacher take his class if you are looking to pass math i hate math but he made it not so bad,"[('Quereshi', 'PERSON'), ('220', 'CARDINAL')]",['Quereshi'],1,"['professor', 'lectures']","[('professor', 'funny')]",professor,2,25,3.52,0,0,0.016666666666666666,0,1,-0.038461538461538464,4,0,0,Workload & Assignments
H  Lawson,Volunteer State Community College,Mathematics department, TN,3.1,2.5,0,12/11/2008,3.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i took lawson for college algebra and i must say that at times his teaching methods can be confusing. hes a little irritated by somethings but only if class gets out of hand a bit. he recommends to only use the website and not the book. i learned more in the math lab.,neutral,Mathematics,53,3.7,i took lawson for college algebra and i must say that at times his teaching methods can be confusing hes a little irritated by somethings but only if class gets out of hand a bit he recommends to only use the website and not the book i learned more in the math lab,[],[],0,"['professor', 'lectures']",[],professor,2,53,4.0,0,0,0.0,0,1,-0.018518518518518517,3,0,1,Math & STEM Courses
Robert  Vandergrift,Cypress College,Biology department, CA,2.8,4.2,0,02/18/2006,3.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"he\'s an ok teacher, sometimes he scares the students. He scares the students at first; but as the semester goes on, he becomes more lenient.",neutral,Biology,25,3.7,he s an ok teacher sometimes he scares the students he scares the students at first but as the semester goes on he becomes more lenient,"[('first', 'ORDINAL')]",[],0,['professor'],"[('professor', 'ok')]",professor,1,26,4.230769230769231,0,0,0.0070921985815602835,0,0,0.0,4,0,1,Workload & Assignments
Robert  Burton,California State University Chico,English department, CA,3.6,2.6,0,06/04/2012,3.5,3.0,,Get ready to read (6)  Tough Grader (5)  Participation matters (4)  Skip class? You won\'t pass. (3)  SO MANY PAPERS (2)  GROUP PROJECTS (1)  Hilarious (1),0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,"took this for my theme class, tons of writing and reading but hey its english. Cultural events were actually very interesting and enjoyable I did a few extras of those... class time is just book discussion and I hope the soccer book is never used again and most people in the class feel the same way (he was very upset when he found this out)",neutral,English,65,3.7,took this for my theme class tons of writing and reading but hey its english cultural events were actually very interesting and enjoyable i did a few extras of those class time is just book discussion and i hope the soccer book is never used again and most people in the class feel the same way he was very upset when he found this out,"[('english', 'LANGUAGE')]",[],0,"['professor', 'workload', 'lectures']",[],professor,3,65,4.1692307692307695,0,0,0.008771929824561403,0,0,0.0,3,0,1,Math & STEM Courses
Morris  Longstreth,Montgomery County Community College (all),English department, PA,5.0,1.0,0,09/20/2003,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"I really enjoyed the the class. He always had an interesting story. Very layed back, but focused",positive,English,17,3.7,i really enjoyed the the class he always had an interesting story very layed back but focused,[],[],0,"['professor', 'lectures']",[],professor,2,17,4.529411764705882,0,0,0.03125,0,0,0.0,3,0,1,Math & STEM Courses
Dilek  Sanver-Wang,College of the Canyons,Biology department, CA,4.7,2.3,1,06/05/2016,5.0,3.0,A,Caring (18)  EXTRA CREDIT (11)  Amazing lectures (7)  Clear grading criteria (7)  Hilarious (6)  Gives good feedback (5)  Respected (5)  Skip class? You won\'t pass. (4)  ACCESSIBLE OUTSIDE CLASS (2)  Inspirational (2)  TEST HEAVY (1)  LOTS OF HOMEWORK (1),1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,"Our class was a 3hour lecture(T)/Lab(TH). At first those lectures were rough but Dilek is really passionate, she makes jokes, shows us videos, & keeps class interesting. Dilek accommodates to her students! I was really struggling but she took the extra time to additionally help me & adjust to my learning style. Dilek is an amazing professor!",positive,Biology,57,4.0,our class was a hour lecture t lab th at first those lectures were rough but dilek is really passionate she makes jokes shows us videos keeps class interesting dilek accommodates to her students i was really struggling but she took the extra time to additionally help me adjust to my learning style dilek is an amazing professor,"[('3hour', 'CARDINAL'), ('first', 'ORDINAL'), ('Dilek', 'ORG'), ('Dilek', 'ORG'), ('Dilek', 'ORG')]",[],0,"['professor', 'lectures']","[('professor', 'amazing')]",professor,2,58,4.672413793103448,2,0,0.029154518950437316,1,0,0.01694915254237288,1,0,1,General Professor Praise
Leah  Hutchison,University of Alabama at Birmingham,English department, AL,4.3,2.9,0,01/04/2005,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She was funny and easy going. She was always very prompt about answering emails. Just make sure you read your syllabus and do your assignments. She won\'t give you an A, but it\'s not that hard to earn one.",positive,English,39,3.7,she was funny and easy going she was always very prompt about answering emails just make sure you read your syllabus and do your assignments she won t give you an a but it s not that hard to earn one,"[('it\\', 'ORG')]",[],0,"['professor', 'workload']",[],professor,2,41,3.8780487804878048,0,0,0.024271844660194174,0,1,-0.023809523809523808,3,0,4,Math & STEM Courses
Savage-Dun,CUNY Queens College,Biology department, NY,2.6,3.7,0,01/28/2006,5.0,2.0,,Gives good feedback (3)  ACCESSIBLE OUTSIDE CLASS (2)  Caring (1)  Inspirational (1),1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"The class was so interesting, and the subject was fascinating. you can tell that she realy likes the subject too, also even though sometimes she may seem unapproachable, she is very willing to answer questions, and appreciates good ones. The tests are fair, you need to study, but they\'re not (usually) ment to trick you.I totally recommend this clas",positive,Biology,59,3.7,the class was so interesting and the subject was fascinating you can tell that she realy likes the subject too also even though sometimes she may seem unapproachable she is very willing to answer questions and appreciates good ones the tests are fair you need to study but they re not usually ment to trick you i totally recommend this clas,[],[],0,"['professor', 'exams', 'lectures']",[],professor,3,61,4.590163934426229,0,0,0.008547008547008548,1,0,0.016129032258064516,0,0,4,Exam & Test Difficulty
Maryam  Vulis,Queensborough Community College,Mathematics department, NY,2.7,2.5,0,11/18/2014,2.0,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"very nice teacher good on grading, but hard to understand hand her handwriting, also hard to understand her accent, she is all over the place can be very confusing",negative,Mathematics,29,3.7,very nice teacher good on grading but hard to understand hand her handwriting also hard to understand her accent she is all over the place can be very confusing,[],[],0,"['grading', 'professor']","[('professor', 'nice'), ('professor', 'good')]",grading,2,29,4.551724137931035,0,0,0.0,1,2,-0.03333333333333333,4,0,1,Workload & Assignments
Mary  Galvin,Butte College,History department, CA,1.9,4.0,0,12/09/2003,2.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hmmm...seems nice outside of class. I agree with the controlling comment. And very suspicious of students.,negative,History,16,3.7,hmmm seems nice outside of class i agree with the controlling comment and very suspicious of students,[],[],0,['lectures'],[],lectures,1,17,5.0,0,0,0.02830188679245283,0,0,0.0,2,0,1,Teaching Style & Clarity
Brennda  Young,Georgia State University Perimeter College - Decatur,English department, GA,4.1,3.1,0,04/27/2006,4.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dr. Young is a great teacher IF you are willing to put in the effort on her assignments. She grades reasonably and is always willing to help if you need it.,positive,English,31,3.7,dr young is a great teacher if you are willing to put in the effort on her assignments she grades reasonably and is always willing to help if you need it,"[('Young', 'PERSON')]",['Young'],1,"['grading', 'professor', 'workload']","[('professor', 'great')]",grading,3,31,3.967741935483871,0,0,0.03205128205128205,1,0,0.03125,2,0,0,Teaching Style & Clarity
Mark  McKibben,Goucher College,Mathematics department, MD,4.4,3.8,0,12/13/2003,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very effusive teaching, clearly loves teaching. Upbeat, very good at answering questions, homework makes you think, puts A LOT of work into the course, excellent at explaining concepts, best math teacher I\'ve ever had.",positive,Mathematics,34,3.7,very effusive teaching clearly loves teaching upbeat very good at answering questions homework makes you think puts a lot of work into the course excellent at explaining concepts best math teacher i ve ever had,"[('LOT', 'ORG')]",[],0,"['professor', 'workload', 'lectures']","[('lectures', 'effusive'), ('professor', 'best')]",professor,3,35,5.0285714285714285,0,0,0.0319634703196347,3,0,0.08333333333333333,4,0,0,Workload & Assignments
Shelly  Hancock,Bluegrass Community & Technical College,English department, KY,4.5,2.3,0,05/01/2013,5.0,2.0,,Gives good feedback (2)  Hilarious (1)  Tough Grader (1)  LOTS OF HOMEWORK (1)  Participation matters (1),1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"One of the best teachers I\'ve had. She is funny, smart, and cheerful. She cares about her students and her job. Her assignments aren\'t hard and if they are she makes them as clear as can be. I loved her.",positive,English,40,3.7,one of the best teachers i ve had she is funny smart and cheerful she cares about her students and her job her assignments aren t hard and if they are she makes them as clear as can be i loved her,"[('One', 'CARDINAL')]",[],0,"['professor', 'workload']","[('professor', 'best')]",professor,2,42,3.6904761904761907,0,0,0.02926829268292683,2,1,0.023255813953488372,1,0,1,General Professor Praise
Richard  O\'Brien,Bergen Community College,English department, NJ,4.5,2.1,0,12/22/2012,5.0,1.0,,Caring (1)  Respected (1),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Awesome professor! 2 papers 2 exams but all really easy! Attend Class to get the most points and doing all the work, which is very little, will definitely get you an A!",positive,English,32,3.7,awesome professor papers exams but all really easy attend class to get the most points and doing all the work which is very little will definitely get you an a,"[('2', 'CARDINAL'), ('2', 'CARDINAL')]",[],0,"['attendance', 'lectures', 'workload', 'exams', 'professor']","[('exams', 'awesome'), ('attendance', 'easy')]",attendance,5,30,4.333333333333333,3,0,0.023809523809523808,1,0,0.03225806451612903,1,0,1,General Professor Praise
Frank  Mitchell,Camden County College,Psychology department, NJ,4.3,1.9,1,11/17/2016,3.0,2.0,A,EXTRA CREDIT (9)  Amazing lectures (5)  Hilarious (5)  Get ready to read (4)  Inspirational (4)  LECTURE HEAVY (3)  Clear grading criteria (2)  Participation matters (2)  Skip class? You won\'t pass. (1)  Caring (1)  Respected (1)  Gives good feedback (1),1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,"Professor Mitchell\'s class was my 1st college course taken in 18 years. His technique annoyed me at first, but once I got the hang of his style, he wasn\'t so bad. Read the book, follow the syllabus, and come to class and you will be fine. His stories are ""quite literally"" legendary!8-)",neutral,Psychology,52,4.0,professor mitchell s class was my st college course taken in years his technique annoyed me at first but once i got the hang of his style he wasn t so bad read the book follow the syllabus and come to class and you will be fine his stories are quite literally legendary,"[('Mitchell\\', 'PERSON'), ('1st', 'ORDINAL'), ('18 years', 'DATE'), ('first', 'ORDINAL')]",['Mitchell\\'],1,"['professor', 'lectures']",[],professor,2,53,4.09433962264151,1,0,0.020833333333333332,0,1,-0.018518518518518517,3,0,4,Math & STEM Courses
Jessica  Wyman,The Ontario College of Art and Design University (OCAD U),Art History department, ON,3.7,3.4,0,02/26/2014,1.5,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Most uninspiring person at OCAD. She may be well educated but this self dubbed ""dragon woman"" is the least empathetic person I have ever met. Grading did not correspond with ass. guidelines. Tried to ask for feedback as to Y I failed she yelled at me rather than providing constructive criticism. Dropped her class & took it in the summer; got an A.",negative,History,63,3.7,most uninspiring person at ocad she may be well educated but this self dubbed dragon woman is the least empathetic person i have ever met grading did not correspond with ass guidelines tried to ask for feedback as to y i failed she yelled at me rather than providing constructive criticism dropped her class took it in the summer got an a,"[('the summer', 'DATE')]",[],0,"['grading', 'professor', 'lectures']",[],grading,3,62,4.467741935483871,0,0,0.03724928366762178,0,0,0.0,3,0,1,Math & STEM Courses
Husam  Quereshi,Foothill College,Mathematics department, CA,4.0,2.4,0,08/17/2007,4.5,4.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Very ""Handsome"" class....A bit challenging in the summer.. but great teacher to have taken it with...",positive,Mathematics,16,3.7,very handsome class a bit challenging in the summer but great teacher to have taken it with,"[('the summer', 'DATE')]",[],0,"['professor', 'lectures']","[('lectures', 'handsome'), ('lectures', 'challenging'), ('professor', 'great')]",professor,2,17,4.411764705882353,0,0,0.0297029702970297,1,0,0.05555555555555555,4,0,0,Workload & Assignments
Margaret  Sweet,Lansing Community College,Psychology department, MI,3.6,1.9,0,12/14/2011,1.5,3.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"She never checks her email and uses outdated information. She also needs to grade on more than just attendance, I would suggest taking this class because its an interesting topic but NOT with her.",negative,Psychology,34,3.7,she never checks her email and uses outdated information she also needs to grade on more than just attendance i would suggest taking this class because its an interesting topic but not with her,[],[],0,"['grading', 'professor', 'attendance', 'lectures']",[],grading,4,34,4.705882352941177,0,0,0.030612244897959183,0,0,0.0,3,0,1,Math & STEM Courses
Hugh  Afshari,National University,History department, CA,4.1,2.4,0,10/05/2004,5.0,3.0,,Participation matters (1)  Inspirational (1),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,I loved this teacher!A lot of work but well worth it.You\'ll leave his class wanted to be a better person for you and your kids. He\'s very intelligent and has had an interesting and eventful life you see only in the movies. Truly a person one aspires tbe.,positive,History,48,3.7,i loved this teacher a lot of work but well worth it you ll leave his class wanted to be a better person for you and your kids he s very intelligent and has had an interesting and eventful life you see only in the movies truly a person one aspires tbe,"[(""You\\'ll"", 'PERSON'), ('one', 'CARDINAL')]","[""You\\'ll""]",1,"['professor', 'workload', 'lectures']",[],professor,3,52,3.8461538461538463,1,0,0.01953125,0,0,0.0,3,0,1,Math & STEM Courses
Judy  Adams,North Idaho College,Mathematics department, ID,1.3,4.1,0,11/04/2009,1.5,5.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"had a very hard time following her when i didnt already know the subject, sticks to the sylibus and will not go over anything that she had already passed in lecture. aviod if at all possible.",negative,Mathematics,36,3.7,had a very hard time following her when i didnt already know the subject sticks to the sylibus and will not go over anything that she had already passed in lecture aviod if at all possible,[],[],0,"['professor', 'lectures']",[],professor,2,36,4.25,0,0,0.0,0,1,-0.02702702702702703,3,0,1,Math & STEM Courses
Eric  Ruckh,Southern Illinois University - Edwardsville,History department, IL,3.6,3.7,0,12/19/2009,4.5,4.0,,Inspirational (3)  Get ready to read (2)  Participation matters (1)  Tough Grader (1)  Gives good feedback (1),1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"I loved my honors seminar class with him-- the material we read was very interesting. We had to read a lot and were writing papers every week. It\'s a lot of work, but the knowledge you gain is incredible. Really makes you think. Of course, sometimes he\'ll tell you a bit TMI, but he really tries to connect with his class. You read long novels.",positive,History,65,3.7,i loved my honors seminar class with him the material we read was very interesting we had to read a lot and were writing papers every week it s a lot of work but the knowledge you gain is incredible really makes you think of course sometimes he ll tell you a bit tmi but he really tries to connect with his class you read long novels,"[('every week', 'DATE'), ('It\\', 'ORG')]",[],0,"['professor', 'workload', 'lectures']",[],professor,3,67,3.985074626865672,0,0,0.02601156069364162,0,0,0.0,3,0,4,Math & STEM Courses
Charles  Cherry,Villanova University,English department, PA,4.2,3.1,1,01/16/2018,5.0,3.0,,Participation matters (3)  Get ready to read (2)  Respected (2)  Clear grading criteria (1)  Tough Grader (1)  GRADED BY FEW THINGS (1)  Caring (1)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1),0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,"Professor Cherry was a great professor. Although he was hard of hearing, he consistently did his best to get everyone involved in class. It is unfortunate that he is retiring to become a surf instructor in California as he will be missed by the entire Villanova community.",positive,English,47,3.7,professor cherry was a great professor although he was hard of hearing he consistently did his best to get everyone involved in class it is unfortunate that he is retiring to become a surf instructor in california as he will be missed by the entire villanova community,"[('Cherry', 'PERSON'), ('California', 'GPE'), ('Villanova', 'ORG')]",['Cherry'],1,"['professor', 'lectures']","[('professor', 'great')]",professor,2,47,4.723404255319149,0,0,0.022058823529411766,2,1,0.020833333333333332,1,0,1,General Professor Praise
Linda  Shelton,Utah Valley University,English department, UT,4.1,3.3,1,04/26/2018,5.0,3.0,A-,Gives good feedback (8)  Caring (7)  Respected (5)  LOTS OF HOMEWORK (4)  Tough Grader (3)  Clear grading criteria (2)  Hilarious (2)  Amazing lectures (1)  SO MANY PAPERS (1)  Skip class? You won\'t pass. (1)  ACCESSIBLE OUTSIDE CLASS (1),1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Professor Shelton was by far the best English professor I have ever had. She works with each student personally in order for them to be as successful as possible. She also has you work on one subject all semester long so all of the work you do is helping you develop your final paper. She is super compassionate and loving to all!,positive,English,62,3.7,professor shelton was by far the best english professor i have ever had she works with each student personally in order for them to be as successful as possible she also has you work on one subject all semester long so all of the work you do is helping you develop your final paper she is super compassionate and loving to all,"[('Shelton', 'PERSON'), ('English', 'NORP'), ('one', 'CARDINAL')]",['Shelton'],1,"['professor', 'workload', 'exams']","[('professor', 'best'), ('professor', 'english'), ('workload', 'final')]",professor,3,62,4.274193548387097,1,0,0.021212121212121213,1,0,0.015873015873015872,1,0,4,General Professor Praise
Lashun  Griffin,Lone Star College (all),English department, TX,3.0,4.0,0,08/23/2016,4.0,5.0,B,Tough Grader (30)  Get ready to read (12)  Gives good feedback (7)  Hilarious (7)  Participation matters (5)  LOTS OF HOMEWORK (5)  SO MANY PAPERS (4)  GRADED BY FEW THINGS (3)  Skip class? You won\'t pass. (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  GROUP PROJECTS (1)  BEWARE OF POP QUIZZES (1)  Respected (1)  Inspirational (1),1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,"I took Mrs. Griffin during my first semester of college. I didn\'t know what I was getting myself into. It was challenging, she was very intimidating, but she did help with giving good feedback on my papers. We had to do like a mid-term timed writing and a 7 page paper, as final, and a presentation of you presenting your thesis that you wrote about",positive,English,65,3.0,i took mrs griffin during my first semester of college i didn t know what i was getting myself into it was challenging she was very intimidating but she did help with giving good feedback on my papers we had to do like a mid term timed writing and a page paper as final and a presentation of you presenting your thesis that you wrote about,"[('Griffin', 'PERSON'), ('first', 'ORDINAL'), ('7', 'CARDINAL')]",['Griffin'],1,"['professor', 'workload', 'exams']",[],professor,3,66,4.151515151515151,0,0,0.02,1,0,0.014925373134328358,3,0,4,Math & STEM Courses
Ann  Lewald,Tennessee Tech University,English department, TN,3.7,1.4,0,05/03/2005,2.5,2.0,,Participation matters (1),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eh. she\'s not bad I am glad I had intead of Ms. Whitaker.,negative,English,13,3.7,eh she s not bad i am glad i had intead of ms whitaker,"[('she\\', 'PERSON'), ('Whitaker', 'PERSON')]","['she\\', 'Whitaker']",1,['professor'],[],professor,1,14,2.9285714285714284,0,0,0.08620689655172414,0,1,-0.06666666666666667,3,0,1,Math & STEM Courses
Beth  Hilburn,San Jacinto College - Central,History department, TX,4.9,1.3,0,01/05/2008,4.5,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I was nervous about taking history in a mini but wow. No book. She gives you fill in the blank notes and her tests were so easy that you can\'t NOT get an A. I learned stuff too! I\'m telling yall...take her!,positive,History,42,3.7,i was nervous about taking history in a mini but wow no book she gives you fill in the blank notes and her tests were so easy that you can t not get an a i learned stuff too i m telling yall take her,[],[],0,"['professor', 'exams']",[],professor,2,45,3.4444444444444446,2,0,0.04326923076923077,0,0,0.0,0,0,4,Exam & Test Difficulty
William  Masten,Texas A&M University at Commerce,Psychology department, TX,3.4,2.2,1,11/01/2016,3.0,2.0,A+,Clear grading criteria (4)  Get ready to read (4)  Gives good feedback (3)  Amazing lectures (2)  Participation matters (2)  Tough Grader (2)  ACCESSIBLE OUTSIDE CLASS (2)  Caring (2)  GRADED BY FEW THINGS (2)  TEST HEAVY (1)  Skip class? You won\'t pass. (1)  LECTURE HEAVY (1),1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,"He\'s a good professor. His lectures aren\'t to long or boring, he does group and solo activities so you aren\'t just sitting there listening to him talk. There wasn\'t a lot of reading from the textbook and he is a nice person. I would recommend his class because it\'s not boring, he isn\'t rude, and the material is interesting.",neutral,Psychology,59,4.3,he s a good professor his lectures aren t to long or boring he does group and solo activities so you aren t just sitting there listening to him talk there wasn t a lot of reading from the textbook and he is a nice person i would recommend his class because it s not boring he isn t rude and the material is interesting,"[('He\\', 'ORG'), ('it\\', 'ORG')]",[],0,"['professor', 'workload', 'lectures']","[('professor', 'good')]",professor,3,65,3.9076923076923076,0,0,0.012084592145015106,1,1,0.0,3,0,1,Math & STEM Courses
Richard  O\'Brien,Bergen Community College,English department, NJ,4.5,2.1,0,12/17/2012,5.0,1.0,,Caring (1)  Respected (1),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This guy is a great teacher. He explains the work clearly and all you need to do is write 2 essays, which he works with you, complete a few worksheets over the semester and pass the final. I highly recommend Mr.O\'Brien.",positive,English,41,3.7,this guy is a great teacher he explains the work clearly and all you need to do is write essays which he works with you complete a few worksheets over the semester and pass the final i highly recommend mr o brien,"[('2', 'CARDINAL'), (""O\\'Brien"", 'PERSON')]","[""O\\'Brien""]",1,"['professor', 'exams', 'workload', 'lectures']","[('professor', 'great')]",professor,4,42,4.071428571428571,0,0,0.02727272727272727,1,0,0.023255813953488372,4,0,1,Workload & Assignments
William  Brooks,Florida Atlantic University,Biology department, FL,3.5,3.6,1,04/29/2018,2.0,4.0,B,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,"Go to class, random quizzes for attendances. class is grades by points. No phones. Follow his rules and you will be fine. DONT buy the textbook. His notes are online. test are the notes. He uses clickers. He sends emails thing that you need to read (print them out/fill them out/take to class, they might be for extra credit)",negative,Biology,59,3.0,go to class random quizzes for attendances class is grades by points no phones follow his rules and you will be fine dont buy the textbook his notes are online test are the notes he uses clickers he sends emails thing that you need to read print them out fill them out take to class they might be for extra credit,[],[],0,"['attendance', 'lectures', 'grading', 'exams', 'professor']","[('exams', 'random'), ('exams', 'online'), ('grading', 'extra')]",attendance,5,61,4.147540983606557,0,0,0.03076923076923077,0,0,0.0,0,0,4,Exam & Test Difficulty
Carlos  Centeno,California State University Fullerton,English department, CA,4.9,2.3,0,01/18/2007,5.0,2.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great class! I took it a year ago and loved it. Centeno is a really nice guy. The class text book is Pop Culture. We wrote essays on movies, advertising, etc. Loved it! No exams really, just 1 at the end of the years which is pretty easy. Highly reccomended!",positive,English,50,3.7,great class i took it a year ago and loved it centeno is a really nice guy the class text book is pop culture we wrote essays on movies advertising etc loved it no exams really just at the end of the years which is pretty easy highly reccomended,"[('a year ago', 'DATE'), ('Centeno', 'PERSON'), ('Pop Culture', 'WORK_OF_ART'), ('just 1', 'CARDINAL'), ('the end of the years', 'DATE')]",['Centeno'],1,"['exams', 'lectures']","[('lectures', 'great')]",exams,2,49,4.020408163265306,3,0,0.03875968992248062,1,0,0.02,2,0,1,Teaching Style & Clarity
Tim  Inman,Saginaw Valley State University,English department, MI,3.9,2.2,0,08/06/2006,5.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tim is a great teacher and is very easy going. He will work with you in any situation to make sure you do well. The only way to fail is by attempting to fail. If you breath and listen you should do well,positive,English,43,3.7,tim is a great teacher and is very easy going he will work with you in any situation to make sure you do well the only way to fail is by attempting to fail if you breath and listen you should do well,"[('Tim', 'PERSON')]",['Tim'],1,"['professor', 'workload']","[('professor', 'great')]",professor,2,43,3.6511627906976742,0,0,0.019801980198019802,1,0,0.022727272727272728,4,0,4,Workload & Assignments
